
code	|	taxid	|	taxname	|	lineage
1	|	1003188	|	Salmonella enterica subsp. enterica serovar Agona str. SA-4	|	1003188 58095 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1003191	|	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19	|	1003191 143221 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1003192	|	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-21	|	1003192 143221 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1004153	|	Escherichia coli AA86	|	1004153 562 561 543 91347 1236 1224 2 131567 
1	|	1004785	|	Alteromonas macleodii str. 'Black Sea 11'	|	1004785 28108 226 72275 135622 1236 1224 2 131567 
1	|	1004786	|	Alteromonas mediterranea DE1	|	1004786 314275 226 72275 135622 1236 1224 2 131567 
1	|	1004787	|	Alteromonas macleodii str. 'Balearic Sea AD45'	|	1004787 28108 226 72275 135622 1236 1224 2 131567 
1	|	1004788	|	Alteromonas macleodii str. 'English Channel 673'	|	1004788 28108 226 72275 135622 1236 1224 2 131567 
1	|	100480	|	Cytophagales bacterium B6	|	100480 37452 171558 976 68336 1783270 2 131567 
1	|	1004836	|	Gluconacetobacter sp. SXCC-1	|	1004836 89583 433 204441 28211 1224 2 131567 
1	|	1004951	|	Streptococcus suis ST1	|	1004951 1307 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1004952	|	Streptococcus suis D12	|	1004952 1307 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1005041	|	Streptococcus suis SS12	|	1005041 1307 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1005048	|	Collimonas fungivorans Ter331	|	1005048 158899 202907 75682 80840 28216 1224 2 131567 
1	|	1005058	|	Gallibacterium anatis UMN179	|	1005058 750 155493 712 135625 1236 1224 2 131567 
1	|	1005395	|	Pseudomonas putida CSV86	|	1005395 303 136845 286 135621 72274 1236 1224 2 131567 
1	|	1005396	|	Escherichia coli 88.1467	|	1005396 562 561 543 91347 1236 1224 2 131567 
1	|	1005397	|	Escherichia coli 88.0221	|	1005397 562 561 543 91347 1236 1224 2 131567 
1	|	1005398	|	Escherichia coli 88.1042	|	1005398 562 561 543 91347 1236 1224 2 131567 
1	|	1005399	|	Escherichia coli 89.0511	|	1005399 562 561 543 91347 1236 1224 2 131567 
1	|	1005400	|	Escherichia coli 90.0091	|	1005400 562 561 543 91347 1236 1224 2 131567 
1	|	1005401	|	Escherichia coli 90.0039	|	1005401 562 561 543 91347 1236 1224 2 131567 
1	|	1005402	|	Escherichia coli 90.2281	|	1005402 562 561 543 91347 1236 1224 2 131567 
1	|	1005403	|	Escherichia coli 93.0055	|	1005403 562 561 543 91347 1236 1224 2 131567 
1	|	1005404	|	Escherichia coli 93.0056	|	1005404 562 561 543 91347 1236 1224 2 131567 
1	|	1005405	|	Escherichia coli 94.0618	|	1005405 562 561 543 91347 1236 1224 2 131567 
1	|	1005406	|	Escherichia coli 95.0183	|	1005406 562 561 543 91347 1236 1224 2 131567 
1	|	1005407	|	Escherichia coli 95.1288	|	1005407 562 561 543 91347 1236 1224 2 131567 
1	|	1005408	|	Escherichia coli 95.0943	|	1005408 562 561 543 91347 1236 1224 2 131567 
1	|	1005410	|	Escherichia coli 96.0428	|	1005410 562 561 543 91347 1236 1224 2 131567 
1	|	1005411	|	Escherichia coli 96.0427	|	1005411 562 561 543 91347 1236 1224 2 131567 
1	|	1005412	|	Escherichia coli 96.0939	|	1005412 562 561 543 91347 1236 1224 2 131567 
1	|	1005413	|	Escherichia coli 96.0932	|	1005413 562 561 543 91347 1236 1224 2 131567 
1	|	1005414	|	Escherichia coli 96.0109	|	1005414 562 561 543 91347 1236 1224 2 131567 
1	|	1005415	|	Escherichia coli 96.0107	|	1005415 562 561 543 91347 1236 1224 2 131567 
1	|	1005416	|	Escherichia coli 97.0003	|	1005416 562 561 543 91347 1236 1224 2 131567 
1	|	1005418	|	Escherichia coli 97.1742	|	1005418 562 561 543 91347 1236 1224 2 131567 
1	|	1005419	|	Escherichia coli 97.0010	|	1005419 562 561 543 91347 1236 1224 2 131567 
1	|	1005420	|	Escherichia coli 97.0007	|	1005420 562 561 543 91347 1236 1224 2 131567 
1	|	1005421	|	Escherichia coli 99.0672	|	1005421 562 561 543 91347 1236 1224 2 131567 
1	|	1005422	|	Escherichia coli 99.0678	|	1005422 562 561 543 91347 1236 1224 2 131567 
1	|	1005423	|	Escherichia coli 99.0670	|	1005423 562 561 543 91347 1236 1224 2 131567 
1	|	1005424	|	Escherichia coli 99.0713	|	1005424 562 561 543 91347 1236 1224 2 131567 
1	|	1005430	|	Escherichia coli 99.0816	|	1005430 562 561 543 91347 1236 1224 2 131567 
1	|	1005431	|	Escherichia coli 99.0848	|	1005431 562 561 543 91347 1236 1224 2 131567 
1	|	1005432	|	Escherichia coli 99.0839	|	1005432 562 561 543 91347 1236 1224 2 131567 
1	|	1005433	|	Escherichia coli 99.0815	|	1005433 562 561 543 91347 1236 1224 2 131567 
1	|	1005434	|	Escherichia coli 99.0814	|	1005434 562 561 543 91347 1236 1224 2 131567 
1	|	1005435	|	Escherichia coli 99.1762	|	1005435 562 561 543 91347 1236 1224 2 131567 
1	|	1005436	|	Escherichia coli 99.1805	|	1005436 562 561 543 91347 1236 1224 2 131567 
1	|	1005437	|	Escherichia coli 99.1793	|	1005437 562 561 543 91347 1236 1224 2 131567 
1	|	1005438	|	Escherichia coli 99.1775	|	1005438 562 561 543 91347 1236 1224 2 131567 
1	|	1005439	|	Escherichia coli 99.1781	|	1005439 562 561 543 91347 1236 1224 2 131567 
1	|	1005440	|	Escherichia coli 99.1753	|	1005440 562 561 543 91347 1236 1224 2 131567 
1	|	1005441	|	Escherichia coli 0.1304	|	1005441 562 561 543 91347 1236 1224 2 131567 
1	|	1005442	|	Escherichia coli 0.1288	|	1005442 562 561 543 91347 1236 1224 2 131567 
1	|	1005450	|	Escherichia coli 3.4870	|	1005450 562 561 543 91347 1236 1224 2 131567 
1	|	1005452	|	Escherichia coli 5.2239	|	1005452 562 561 543 91347 1236 1224 2 131567 
1	|	1005455	|	Escherichia coli 6.0172	|	1005455 562 561 543 91347 1236 1224 2 131567 
1	|	1005460	|	Escherichia coli 8.2524	|	1005460 562 561 543 91347 1236 1224 2 131567 
1	|	1005461	|	Escherichia coli 8.0586	|	1005461 562 561 543 91347 1236 1224 2 131567 
1	|	1005462	|	Escherichia coli 8.0566	|	1005462 562 561 543 91347 1236 1224 2 131567 
1	|	1005463	|	Escherichia coli 8.0416	|	1005463 562 561 543 91347 1236 1224 2 131567 
1	|	1005464	|	Escherichia coli 8.0569	|	1005464 562 561 543 91347 1236 1224 2 131567 
1	|	1005466	|	Escherichia coli 10.0833	|	1005466 562 561 543 91347 1236 1224 2 131567 
1	|	1005467	|	Escherichia coli 10.0869	|	1005467 562 561 543 91347 1236 1224 2 131567 
1	|	1005469	|	Escherichia coli 10.0821	|	1005469 562 561 543 91347 1236 1224 2 131567 
1	|	1005470	|	Escherichia coli FDA504	|	1005470 562 561 543 91347 1236 1224 2 131567 
1	|	1005471	|	Escherichia coli FDA505	|	1005471 562 561 543 91347 1236 1224 2 131567 
1	|	1005472	|	Escherichia coli FDA507	|	1005472 562 561 543 91347 1236 1224 2 131567 
1	|	1005473	|	Escherichia coli FDA517	|	1005473 562 561 543 91347 1236 1224 2 131567 
1	|	1005474	|	Escherichia coli FDA506	|	1005474 562 561 543 91347 1236 1224 2 131567 
1	|	1005475	|	Escherichia coli FRIK1996	|	1005475 562 561 543 91347 1236 1224 2 131567 
1	|	1005476	|	Escherichia coli FRIK1985	|	1005476 562 561 543 91347 1236 1224 2 131567 
1	|	1005477	|	Escherichia coli FRIK1999	|	1005477 562 561 543 91347 1236 1224 2 131567 
1	|	1005478	|	Escherichia coli FRIK1990	|	1005478 562 561 543 91347 1236 1224 2 131567 
1	|	1005479	|	Escherichia coli FRIK2001	|	1005479 562 561 543 91347 1236 1224 2 131567 
1	|	1005480	|	Escherichia coli FRIK1997	|	1005480 562 561 543 91347 1236 1224 2 131567 
1	|	1005481	|	Escherichia coli 93-001	|	1005481 562 561 543 91347 1236 1224 2 131567 
1	|	1005482	|	Escherichia coli FRIK523	|	1005482 562 561 543 91347 1236 1224 2 131567 
1	|	1005483	|	Escherichia coli FRIK920	|	1005483 562 561 543 91347 1236 1224 2 131567 
1	|	1005484	|	Escherichia coli NE037	|	1005484 562 561 543 91347 1236 1224 2 131567 
1	|	1005485	|	Escherichia coli NE1487	|	1005485 562 561 543 91347 1236 1224 2 131567 
1	|	1005486	|	Escherichia coli NE098	|	1005486 562 561 543 91347 1236 1224 2 131567 
1	|	1005487	|	Escherichia coli PA2	|	1005487 562 561 543 91347 1236 1224 2 131567 
1	|	1005488	|	Escherichia coli PA3	|	1005488 562 561 543 91347 1236 1224 2 131567 
1	|	1005489	|	Escherichia coli PA4	|	1005489 562 561 543 91347 1236 1224 2 131567 
1	|	1005490	|	Escherichia coli PA5	|	1005490 562 561 543 91347 1236 1224 2 131567 
1	|	1005491	|	Escherichia coli PA7	|	1005491 562 561 543 91347 1236 1224 2 131567 
1	|	1005492	|	Escherichia coli PA8	|	1005492 562 561 543 91347 1236 1224 2 131567 
1	|	1005493	|	Escherichia coli PA9	|	1005493 562 561 543 91347 1236 1224 2 131567 
1	|	1005494	|	Escherichia coli PA10	|	1005494 562 561 543 91347 1236 1224 2 131567 
1	|	1005495	|	Escherichia coli PA14	|	1005495 562 561 543 91347 1236 1224 2 131567 
1	|	1005496	|	Escherichia coli PA15	|	1005496 562 561 543 91347 1236 1224 2 131567 
1	|	1005497	|	Escherichia coli PA22	|	1005497 562 561 543 91347 1236 1224 2 131567 
1	|	1005498	|	Escherichia coli PA23	|	1005498 562 561 543 91347 1236 1224 2 131567 
1	|	1005499	|	Escherichia coli PA24	|	1005499 562 561 543 91347 1236 1224 2 131567 
1	|	1005500	|	Escherichia coli PA25	|	1005500 562 561 543 91347 1236 1224 2 131567 
1	|	1005501	|	Escherichia coli PA28	|	1005501 562 561 543 91347 1236 1224 2 131567 
1	|	1005502	|	Escherichia coli PA31	|	1005502 562 561 543 91347 1236 1224 2 131567 
1	|	1005503	|	Escherichia coli PA32	|	1005503 562 561 543 91347 1236 1224 2 131567 
1	|	1005504	|	Escherichia coli PA33	|	1005504 562 561 543 91347 1236 1224 2 131567 
1	|	1005505	|	Escherichia coli PA34	|	1005505 562 561 543 91347 1236 1224 2 131567 
1	|	1005506	|	Escherichia coli PA38	|	1005506 562 561 543 91347 1236 1224 2 131567 
1	|	1005507	|	Escherichia coli PA39	|	1005507 562 561 543 91347 1236 1224 2 131567 
1	|	1005508	|	Escherichia coli PA40	|	1005508 562 561 543 91347 1236 1224 2 131567 
1	|	1005509	|	Escherichia coli PA41	|	1005509 562 561 543 91347 1236 1224 2 131567 
1	|	1005510	|	Escherichia coli PA42	|	1005510 562 561 543 91347 1236 1224 2 131567 
1	|	1005511	|	Escherichia coli PA45	|	1005511 562 561 543 91347 1236 1224 2 131567 
1	|	1005512	|	Escherichia coli PA47	|	1005512 562 561 543 91347 1236 1224 2 131567 
1	|	1005513	|	Escherichia coli PA48	|	1005513 562 561 543 91347 1236 1224 2 131567 
1	|	1005514	|	Escherichia coli PA49	|	1005514 562 561 543 91347 1236 1224 2 131567 
1	|	1005515	|	Escherichia coli TW06591	|	1005515 562 561 543 91347 1236 1224 2 131567 
1	|	1005516	|	Escherichia coli TW07945	|	1005516 562 561 543 91347 1236 1224 2 131567 
1	|	1005517	|	Escherichia coli TW10246	|	1005517 562 561 543 91347 1236 1224 2 131567 
1	|	1005518	|	Escherichia coli TW11039	|	1005518 562 561 543 91347 1236 1224 2 131567 
1	|	1005519	|	Escherichia coli TW09098	|	1005519 562 561 543 91347 1236 1224 2 131567 
1	|	1005520	|	Escherichia coli TW09109	|	1005520 562 561 543 91347 1236 1224 2 131567 
1	|	1005521	|	Escherichia coli TW09195	|	1005521 562 561 543 91347 1236 1224 2 131567 
1	|	1005522	|	Escherichia coli TW10119	|	1005522 562 561 543 91347 1236 1224 2 131567 
1	|	1005523	|	Escherichia coli EC4203	|	1005523 562 561 543 91347 1236 1224 2 131567 
1	|	1005524	|	Escherichia coli EC4196	|	1005524 562 561 543 91347 1236 1224 2 131567 
1	|	1005526	|	Escherichia coli TW14301	|	1005526 562 561 543 91347 1236 1224 2 131567 
1	|	1005527	|	Escherichia coli EC4421	|	1005527 562 561 543 91347 1236 1224 2 131567 
1	|	1005528	|	Escherichia coli EC4422	|	1005528 562 561 543 91347 1236 1224 2 131567 
1	|	1005529	|	Escherichia coli EC4013	|	1005529 562 561 543 91347 1236 1224 2 131567 
1	|	1005530	|	Escherichia coli EC4402	|	1005530 562 561 543 91347 1236 1224 2 131567 
1	|	1005531	|	Escherichia coli EC4439	|	1005531 562 561 543 91347 1236 1224 2 131567 
1	|	1005532	|	Escherichia coli EC4436	|	1005532 562 561 543 91347 1236 1224 2 131567 
1	|	1005533	|	Escherichia coli EC4437	|	1005533 562 561 543 91347 1236 1224 2 131567 
1	|	1005534	|	Escherichia coli EC4448	|	1005534 562 561 543 91347 1236 1224 2 131567 
1	|	1005535	|	Escherichia coli EC1738	|	1005535 562 561 543 91347 1236 1224 2 131567 
1	|	1005536	|	Escherichia coli EC1734	|	1005536 562 561 543 91347 1236 1224 2 131567 
1	|	1005537	|	Escherichia coli EC1735	|	1005537 562 561 543 91347 1236 1224 2 131567 
1	|	1005538	|	Escherichia coli EC1736	|	1005538 562 561 543 91347 1236 1224 2 131567 
1	|	1005539	|	Escherichia coli EC1737	|	1005539 562 561 543 91347 1236 1224 2 131567 
1	|	1005540	|	Escherichia coli EC1845	|	1005540 562 561 543 91347 1236 1224 2 131567 
1	|	1005541	|	Escherichia coli EC1846	|	1005541 562 561 543 91347 1236 1224 2 131567 
1	|	1005542	|	Escherichia coli EC1847	|	1005542 562 561 543 91347 1236 1224 2 131567 
1	|	1005543	|	Escherichia coli EC1848	|	1005543 562 561 543 91347 1236 1224 2 131567 
1	|	1005544	|	Escherichia coli EC1849	|	1005544 562 561 543 91347 1236 1224 2 131567 
1	|	1005545	|	Escherichia coli EC1850	|	1005545 562 561 543 91347 1236 1224 2 131567 
1	|	1005546	|	Escherichia coli EC1856	|	1005546 562 561 543 91347 1236 1224 2 131567 
1	|	1005547	|	Escherichia coli EC1862	|	1005547 562 561 543 91347 1236 1224 2 131567 
1	|	1005548	|	Escherichia coli EC1863	|	1005548 562 561 543 91347 1236 1224 2 131567 
1	|	1005549	|	Escherichia coli EC1864	|	1005549 562 561 543 91347 1236 1224 2 131567 
1	|	1005550	|	Escherichia coli EC1865	|	1005550 562 561 543 91347 1236 1224 2 131567 
1	|	1005551	|	Escherichia coli EC1866	|	1005551 562 561 543 91347 1236 1224 2 131567 
1	|	1005552	|	Escherichia coli EC1868	|	1005552 562 561 543 91347 1236 1224 2 131567 
1	|	1005553	|	Escherichia coli EC1869	|	1005553 562 561 543 91347 1236 1224 2 131567 
1	|	1005554	|	Escherichia coli EC1870	|	1005554 562 561 543 91347 1236 1224 2 131567 
1	|	1005555	|	Escherichia coli TT12B	|	1005555 562 561 543 91347 1236 1224 2 131567 
1	|	1005557	|	Escherichia coli MA6	|	1005557 562 561 543 91347 1236 1224 2 131567 
1	|	1005558	|	Escherichia coli 5905	|	1005558 562 561 543 91347 1236 1224 2 131567 
1	|	1005559	|	Escherichia coli CB7326	|	1005559 562 561 543 91347 1236 1224 2 131567 
1	|	1005560	|	Escherichia coli EC96038	|	1005560 562 561 543 91347 1236 1224 2 131567 
1	|	1005561	|	Escherichia coli 5412	|	1005561 562 561 543 91347 1236 1224 2 131567 
1	|	1005562	|	Escherichia coli TW15901	|	1005562 562 561 543 91347 1236 1224 2 131567 
1	|	1005563	|	Escherichia coli ARS4.2123	|	1005563 562 561 543 91347 1236 1224 2 131567 
1	|	1005564	|	Escherichia coli TW00353	|	1005564 562 561 543 91347 1236 1224 2 131567 
1	|	1005565	|	Escherichia coli 3006	|	1005565 562 561 543 91347 1236 1224 2 131567 
1	|	1005566	|	Escherichia coli 07798	|	1005566 562 561 543 91347 1236 1224 2 131567 
1	|	1005567	|	Escherichia coli N1	|	1005567 562 561 543 91347 1236 1224 2 131567 
1	|	1005705	|	Streptococcus infantis SK1076	|	1005705 68892 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1006551	|	Klebsiella michiganensis KCTC 1686	|	1006551 1134687 570 543 91347 1236 1224 2 131567 
1	|	1007103	|	Paenibacillus elgii B69	|	1007103 189691 44249 186822 1385 91061 1239 1783272 2 131567 
1	|	1007105	|	Pusillimonas sp. T7-7	|	1007105 305976 506 80840 28216 1224 2 131567 
1	|	1007109	|	alpha proteobacterium SCGC AAA076-C03	|	1007109 33807 82117 28211 1224 2 131567 
1	|	1007110	|	alpha proteobacterium SCGC AAA076-E06	|	1007110 33807 82117 28211 1224 2 131567 
1	|	1007112	|	alpha proteobacterium SCGC AAA158-M15	|	1007112 33807 82117 28211 1224 2 131567 
1	|	1007113	|	alpha proteobacterium SCGC AAA160-J14	|	1007113 33807 82117 28211 1224 2 131567 
1	|	1007118	|	gamma proteobacterium SCGC AAA076-P09	|	1007118 33811 118884 1236 1224 2 131567 
1	|	1007120	|	gamma proteobacterium SCGC AAA160-D02	|	1007120 33811 118884 1236 1224 2 131567 
1	|	1007122	|	Marinimicrobia bacterium SCGC AAA160-C11	|	1007122 62680 1783270 2 131567 
1	|	1007123	|	Marinimicrobia bacterium SCGC AAA160-I06	|	1007123 62680 1783270 2 131567 
1	|	1007656	|	Pseudomonas fluorescens Wayne1	|	1007656 294 136843 286 135621 72274 1236 1224 2 131567 
1	|	1008297	|	Salmonella enterica subsp. enterica serovar Typhimurium str. 798	|	1008297 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1009412	|	Flavobacterium sp. SCGC AAA160-P02	|	1009412 237 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1009416	|	Verrucomicrobia bacterium SCGC AAA164-I21	|	1009416 417295 326457 74201 1783257 2 131567 
1	|	1009418	|	Verrucomicrobia bacterium SCGC AAA164-M04	|	1009418 417295 326457 74201 1783257 2 131567 
1	|	1009714	|	Pseudomonas aeruginosa PAK	|	1009714 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1009853	|	Xanthomonas oryzae X11-5A	|	1009853 347 338 32033 135614 1236 1224 2 131567 
1	|	1009854	|	Xanthomonas oryzae X8-1A	|	1009854 347 338 32033 135614 1236 1224 2 131567 
1	|	1017266	|	Lactococcus garvieae UNIUD074	|	1017266 1363 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	102125	|	Xenococcus sp. PCC 7305	|	102125 52607 1890499 52604 1117 1798711 1783272 2 131567 
1	|	102129	|	Leptolyngbya sp. PCC 7375	|	102129 47251 1890438 1890424 1117 1798711 1783272 2 131567 
1	|	102608	|	Helicobacter pylori F32	|	102608 210 209 72293 213849 29547 68525 1224 2 131567 
1	|	1027371	|	Gordonia alkanivorans NBRC 16433	|	1027371 84096 2053 85026 85007 1760 201174 1783272 2 131567 
1	|	1027372	|	Enterococcus faecalis OG1X	|	1027372 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1028802	|	Haemophilus haemolyticus M19107	|	1028802 726 724 712 135625 1236 1224 2 131567 
1	|	1028803	|	Haemophilus haemolyticus M19501	|	1028803 726 724 712 135625 1236 1224 2 131567 
1	|	1028804	|	Haemophilus haemolyticus M21127	|	1028804 726 724 712 135625 1236 1224 2 131567 
1	|	1028805	|	Haemophilus haemolyticus M21621	|	1028805 726 724 712 135625 1236 1224 2 131567 
1	|	1028806	|	Haemophilus haemolyticus M21639	|	1028806 726 724 712 135625 1236 1224 2 131567 
1	|	102897	|	Frankia sp. EUN1f	|	102897 1854 74712 85013 1760 201174 1783272 2 131567 
1	|	1029718	|	Candidatus Arthromitus sp. SFB-mouse-Japan	|	1029718 49118 49082 31979 186802 186801 1239 1783272 2 131567 
1	|	1029823	|	Acinetobacter sp. P8-3-8	|	1029823 469 468 72274 1236 1224 2 131567 
1	|	1029977	|	Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA42	|	1029977 57045 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029978	|	Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13	|	1029978 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029979	|	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120	|	1029979 605 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029980	|	Salmonella enterica subsp. enterica serovar Kentucky str. 5349	|	1029980 192955 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029982	|	Salmonella enterica subsp. enterica serovar Tallahassee str. 0012	|	1029982 356544 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029983	|	Salmonella enterica subsp. enterica serovar Abony str. 0014	|	1029983 29482 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029984	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SARB17	|	1029984 149539 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029986	|	Salmonella enterica subsp. enterica serovar Enteritidis str. 50-5646	|	1029986 149539 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029989	|	Salmonella enterica subsp. enterica serovar Agona str. 0292	|	1029989 58095 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1029997	|	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA35	|	1029997 611 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1030009	|	Listeria monocytogenes M7	|	1030009 1639 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	1030145	|	Pseudomonas tolaasii PMS117	|	1030145 29442 136843 286 135621 72274 1236 1224 2 131567 
1	|	1032488	|	Neisseria shayeganii 871	|	1032488 607712 482 481 206351 28216 1224 2 131567 
1	|	1032869	|	Pasteurella multocida subsp. multocida str. Anand1_goat	|	1032869 44283 747 745 712 135625 1236 1224 2 131567 
1	|	1033737	|	Clostridium senegalense JC122	|	1033737 1465809 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	1033739	|	Kurthia massiliensis	|	1033739 1649 186818 1385 91061 1239 1783272 2 131567 
1	|	1033740	|	Kurthia senegalensis	|	1033740 1649 186818 1385 91061 1239 1783272 2 131567 
1	|	1033743	|	Paenibacillus senegalensis JC66	|	1033743 1465766 44249 186822 1385 91061 1239 1783272 2 131567 
1	|	1033810	|	Haloplasma contractile SSD-17B	|	1033810 471825 471824 471823 471822 2323 2 131567 
1	|	1033813	|	Escherichia coli NA114	|	1033813 562 561 543 91347 1236 1224 2 131567 
1	|	1034809	|	Staphylococcus lugdunensis N920143	|	1034809 28035 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1035116	|	Vibrio vulnificus E64MW	|	1035116 672 662 641 135623 1236 1224 2 131567 
1	|	1035117	|	Vibrio vulnificus JY1701	|	1035117 672 662 641 135623 1236 1224 2 131567 
1	|	1035188	|	Haemophilus pittmaniae HK 85	|	1035188 249188 724 712 135625 1236 1224 2 131567 
1	|	1035189	|	Streptococcus infantis SK970	|	1035189 68892 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1035193	|	Capnocytophaga sp. oral taxon 326 str. F0382	|	1035193 712212 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1035194	|	Aggregatibacter actinomycetemcomitans Y4	|	1035194 714 416916 712 135625 1236 1224 2 131567 
1	|	1035196	|	Peptostreptococcus anaerobius VPI 4330 = DSM 2949	|	1035196 1261 1257 186804 186802 186801 1239 1783272 2 131567 
1	|	1035308	|	Dehalobacter sp. FTH1	|	1035308 56112 186807 186802 186801 1239 1783272 2 131567 
1	|	1035377	|	Yersinia pestis A1122	|	1035377 632 1649845 629 1903411 91347 1236 1224 2 131567 
1	|	1035839	|	Haemophilus sputorum CCUG 13788	|	1035839 1078480 724 712 135625 1236 1224 2 131567 
1	|	103690	|	Nostoc sp. PCC 7120	|	103690 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	1037262	|	Salmonella enterica subsp. enterica serovar Typhimurium str. AZ 057	|	1037262 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1037409	|	Bradyrhizobium japonicum USDA 6	|	1037409 375 374 41294 356 28211 1224 2 131567 
